age,income,loan_amount,credit_score,years_employed,num_credit_lines,debt_ratio,defaulted
25,29838.0,14426.88,449,13,2,0.22,0
37,25323.0,6367.88,817,11,6,0.99,0
46,33644.0,24513.02,331,14,4,0.75,0
68,77198.0,30628.03,592,5,1,0.79,0
62,26939.0,44447.24,476,19,3,0.11,0
63,28457.0,46769.76,360,21,3,0.48,1
27,45702.0,28796.23,715,1,2,0.95,0
60,33276.0,38921.16,682,3,1,0.27,0
51,18684.0,24768.65,306,12,4,0.15,1
43,35221.0,38573.7,384,12,5,0.49,0
58,34564.0,14216.07,697,22,2,0.93,1
66,59150.0,21697.91,692,26,1,0.49,0
20,22335.0,33540.26,346,21,4,0.4,0
23,59347.0,5817.11,640,24,3,0.65,0
22,34582.0,37510.76,797,26,5,0.94,0
22,20869.0,42599.1,777,22,2,0.05,0
64,18875.0,22961.37,725,16,1,0.15,0
40,95530.0,25157.41,725,5,2,0.13,0
66,33525.0,43307.7,814,10,1,0.09,1
26,58003.0,39904.46,428,18,7,0.3,0
52,15459.0,17966.73,548,15,2,0.23,0
37,135788.0,19578.92,430,7,6,0.55,0
66,56762.0,35549.52,622,28,3,0.33,0
59,31961.0,30343.91,842,0,1,0.41,0
52,31161.0,12300.33,365,9,4,0.94,0
67,52433.0,18946.85,400,1,7,0.16,1
35,50950.0,45499.25,330,18,0,0.39,0
34,39786.0,35967.85,490,13,5,0.26,0
41,36514.0,49368.84,714,2,3,0.55,0
20,48076.0,39515.56,799,22,5,0.74,0
49,15201.0,47388.85,345,28,3,0.82,0
52,30163.0,14728.49,388,23,2,0.52,0
55,15940.0,39716.82,674,8,3,0.85,0
30,49133.0,5909.79,545,22,2,0.79,0
64,25902.0,35184.2,556,7,5,0.16,0
42,16551.0,26117.7,651,10,3,0.25,0
26,24419.0,20604.2,404,14,4,0.67,0
21,39131.0,43808.2,636,5,2,0.97,0
31,32774.0,43442.05,825,1,1,0.38,0
54,20200.0,6003.58,600,0,5,0.23,0
51,15484.0,32427.73,376,2,4,0.87,0
28,37683.0,21552.45,810,24,5,0.2,0
58,27163.0,23704.75,529,28,5,0.7,0
20,31919.0,42441.83,331,22,3,0.03,1
45,33529.0,18942.79,357,17,5,0.02,0
46,45028.0,47437.2,403,13,2,0.45,0
26,55463.0,13083.52,611,16,1,0.66,0
20,39076.0,34822.51,366,1,3,0.14,0
42,30939.0,35244.73,673,18,6,0.76,0
51,36768.0,16348.78,534,29,4,0.13,0
29,30650.0,19613.78,411,21,1,0.53,0
59,15974.0,42565.93,688,27,6,0.31,0
26,62691.0,39281.24,707,8,3,0.75,1
32,57052.0,19809.31,353,7,2,0.8,0
57,98142.0,29028.04,538,9,0,0.07,0
42,113579.0,7775.61,594,8,4,0.19,0
22,20171.0,14393.56,411,26,1,0.89,0
28,30709.0,26861.93,387,26,4,0.42,1
51,127487.0,8868.82,775,7,2,0.48,0
41,35587.0,42949.96,603,6,6,0.17,0
32,41032.0,37310.28,604,21,2,0.99,0
55,16974.0,47463.52,589,23,2,0.92,0
25,39150.0,36206.01,507,5,6,0.0,0
22,95413.0,47318.06,669,1,5,0.55,0
65,69100.0,29953.07,519,28,1,0.87,0
43,26769.0,32009.84,530,8,4,0.43,0
35,29787.0,48963.7,648,8,1,0.44,0
23,20631.0,33895.81,554,18,4,0.38,0
54,23728.0,6385.4,751,8,3,0.03,0
65,13973.0,37571.12,441,1,3,0.79,0
30,34808.0,45746.09,368,27,3,0.46,0
45,77270.0,40801.11,388,29,1,0.53,0
22,43378.0,31272.5,435,18,3,0.26,0
30,71906.0,35208.66,822,15,2,0.78,0
34,62108.0,49558.63,741,29,3,0.79,0
67,27628.0,9079.79,337,21,3,0.55,0
57,24841.0,35026.02,507,13,1,0.9,0
62,25321.0,17752.9,509,19,3,0.12,0
49,15390.0,33804.07,812,23,4,0.79,0
46,36907.0,32343.06,659,0,3,0.56,0
68,8500.0,11905.56,300,12,4,0.23,0
20,48811.0,14303.6,680,21,4,0.13,0
57,37644.0,32973.33,836,1,2,0.3,1
51,45969.0,10770.35,693,21,2,0.86,0
57,61606.0,16933.14,349,13,0,0.79,0
44,40111.0,42586.05,695,0,2,0.65,0
30,82108.0,19719.12,331,14,4,0.09,0
62,49562.0,26962.71,844,17,3,0.95,0
50,24870.0,47351.32,533,8,2,0.31,0
23,32246.0,15221.71,325,21,6,0.61,0
41,11724.0,22533.17,733,7,1,0.8,1
36,23130.0,32290.6,360,6,2,0.13,0
33,30016.0,38990.25,740,8,6,0.65,1
57,47721.0,45574.4,429,8,1,0.03,0
45,24955.0,46196.28,653,10,2,0.1,1
50,19475.0,39948.8,497,3,5,0.72,0
65,14133.0,15274.89,670,6,3,0.16,0
58,26951.0,6116.42,446,20,7,0.44,0
30,96319.0,22269.83,797,6,2,0.25,0
60,41587.0,11369.7,347,3,2,0.42,0
62,58092.0,36967.44,471,11,1,0.08,0
42,23155.0,34750.88,614,25,0,0.75,0
59,16536.0,6978.72,675,26,2,0.08,0
53,19721.0,42646.72,832,26,2,0.84,0
44,34594.0,16193.45,719,16,4,0.66,0
55,13399.0,24450.22,695,19,1,0.42,0
24,21954.0,35057.02,821,28,6,0.87,1
22,27087.0,24323.85,486,25,3,0.19,0
60,18761.0,24857.95,332,2,6,0.26,0
62,12559.0,7953.26,368,8,5,0.14,0
68,41975.0,23064.96,490,4,1,0.38,0
48,37158.0,39418.16,400,19,3,0.99,0
40,53611.0,46182.94,784,15,5,0.16,0
59,20843.0,23607.37,584,7,1,0.83,0
27,53102.0,24061.36,689,20,4,0.65,0
49,78015.0,36618.22,459,15,3,0.02,0
60,41403.0,47424.74,346,18,1,0.94,0
47,26770.0,17017.74,458,15,2,0.97,0
56,39048.0,24806.49,745,17,3,0.92,0
48,26137.0,40818.8,822,14,2,0.5,0
35,24049.0,32436.21,454,23,3,0.22,0
53,51105.0,9976.39,638,27,3,0.39,0
19,33876.0,33247.97,664,17,3,0.61,0
31,66340.0,13403.58,447,13,3,0.38,0
30,29109.0,27959.72,443,23,2,0.71,0
46,30620.0,28809.65,402,15,1,0.8,1
29,27357.0,44429.15,392,4,1,0.21,0
56,20742.0,25812.24,585,7,4,0.4,0
19,54569.0,17574.91,723,15,2,0.96,0
49,108321.0,15393.49,418,20,1,0.25,0
30,29998.0,44341.33,328,0,2,0.35,0
63,25842.0,12695.49,810,27,4,0.04,0
44,25018.0,24164.09,329,28,1,0.33,0
66,25852.0,13422.79,665,10,4,0.37,0
58,82859.0,39798.68,437,29,3,0.1,0
34,25356.0,26346.77,774,10,3,0.0,0
57,27102.0,20801.47,691,1,2,0.58,0
48,19532.0,21249.48,734,29,1,0.3,0
51,42059.0,43349.64,533,21,3,0.02,0
41,35115.0,29919.83,354,18,0,0.86,0
62,20566.0,37304.05,591,23,2,0.58,0
52,23239.0,45366.73,611,4,4,0.17,0
65,78156.0,45578.38,847,2,1,0.87,0
23,36914.0,19782.91,388,27,0,0.25,0
36,38210.0,47860.31,511,25,0,0.23,0
47,38286.0,6119.41,617,22,4,0.89,0
24,72934.0,21957.6,764,29,1,0.18,1
27,21534.0,45310.95,386,7,3,0.88,0
58,29786.0,17358.66,708,3,4,0.8,0
49,33373.0,17288.67,539,28,1,0.31,0
51,15358.0,18618.0,356,12,3,0.03,0
45,22970.0,32554.1,412,26,2,0.08,0
32,61288.0,24724.97,369,24,3,0.11,0
47,53109.0,37703.07,483,21,2,0.89,0
54,58019.0,45270.98,575,13,2,0.4,0
46,27050.0,35338.97,532,0,2,0.03,1
39,28772.0,14201.0,353,4,2,0.56,0
21,14853.0,46970.69,556,20,4,0.21,0
37,57871.0,16902.18,389,6,3,0.24,0
49,62839.0,11745.24,734,22,2,0.16,0
53,62440.0,9048.53,707,5,3,0.76,1
67,80987.0,30352.27,568,14,4,0.0,0
21,44849.0,10119.31,665,14,4,0.44,0
44,79098.0,11244.91,650,7,3,0.09,0
34,32852.0,18501.37,598,1,5,0.55,0
29,15010.0,17674.39,458,13,0,0.35,0
39,55847.0,32190.78,786,28,1,0.03,1
34,14736.0,41753.54,825,15,2,0.46,1
27,39541.0,39260.73,654,28,4,0.57,0
18,58551.0,16811.8,700,22,3,0.25,0
39,42707.0,16038.97,704,9,4,0.77,1
43,113450.0,48460.62,395,14,2,0.37,0
35,13589.0,5370.63,691,22,0,0.75,0
67,34842.0,44587.42,651,3,1,0.58,0
31,36634.0,13987.78,587,11,4,0.87,0
64,18545.0,47627.79,822,9,2,0.55,0
46,20397.0,20403.83,461,1,3,0.19,0
29,23800.0,24815.83,481,3,6,0.82,0
53,20956.0,36820.43,848,19,3,0.78,0
52,34407.0,31445.11,381,27,2,0.97,0
69,26863.0,19307.27,823,27,2,0.09,1
29,42572.0,29922.39,303,5,2,0.59,0
24,50247.0,37881.81,794,13,5,0.49,1
46,48576.0,6905.07,350,22,3,0.67,0
28,29582.0,5503.97,560,2,1,0.98,0
50,41866.0,25613.01,433,14,5,0.53,0
23,60935.0,10932.65,661,25,3,0.69,1
64,45378.0,34895.49,516,0,3,0.35,0
32,91995.0,14632.36,367,18,2,0.3,0
49,59343.0,24478.3,442,24,2,0.34,1
68,85751.0,13895.19,645,0,4,0.04,0
28,10444.0,29681.76,493,12,3,0.28,0
40,38114.0,10222.41,545,7,6,0.17,0
43,30885.0,6039.81,613,17,0,0.46,0
51,34116.0,7300.92,683,21,3,0.46,0
63,24283.0,47941.63,576,2,4,0.77,0
51,44272.0,11402.88,371,22,2,0.5,0
46,14703.0,36881.52,428,17,2,0.46,0
21,44432.0,8056.68,657,19,2,0.23,0
34,24690.0,9867.22,824,25,2,0.85,0
52,28277.0,27899.43,519,8,1,0.09,0
30,45218.0,25919.19,305,5,5,0.98,1
58,37774.0,47821.11,527,19,2,0.48,0
56,61510.0,47517.6,316,1,2,0.19,0
32,22365.0,40082.39,311,25,1,0.35,0
46,34879.0,32094.58,798,29,6,0.02,0
46,56635.0,25473.21,801,24,2,0.17,0
28,43504.0,21028.03,369,3,2,0.34,1
69,44927.0,47618.94,407,24,3,0.55,0
49,63198.0,32130.9,500,29,5,0.13,0
19,29640.0,31058.26,351,17,1,0.68,0
64,26678.0,15435.55,848,6,6,0.84,0
31,48434.0,7101.4,558,26,5,0.57,0
37,33701.0,47533.49,781,10,6,0.3,0
39,63647.0,19118.09,563,4,5,0.12,0
28,43691.0,24916.51,602,7,3,0.02,0
44,26591.0,10158.8,424,10,3,0.73,1
20,43010.0,42661.59,569,29,2,0.63,0
34,23125.0,6243.43,779,23,3,0.48,0
61,58306.0,42529.58,431,29,6,0.1,0
45,18059.0,11312.83,301,29,5,0.21,0
46,66905.0,44895.39,414,19,2,0.82,0
38,42635.0,37839.77,780,28,1,0.48,0
64,33447.0,12410.16,300,19,7,0.96,0
33,53192.0,30461.81,630,14,4,1.0,0
54,46895.0,19069.53,690,23,2,0.8,0
37,70629.0,13020.49,442,2,3,0.26,0
23,70300.0,43663.2,627,6,5,0.23,0
36,43310.0,23158.52,676,23,2,0.25,0
22,23485.0,22934.47,389,7,2,0.99,0
20,27702.0,12644.9,341,10,3,0.34,0
18,35038.0,22237.96,334,9,5,0.71,1
55,62371.0,44222.76,793,19,3,0.96,0
32,28906.0,21340.79,423,8,3,0.82,0
51,30138.0,47822.16,356,14,2,0.6,0
52,91507.0,47583.9,755,25,4,0.17,0
66,34470.0,11520.44,534,19,7,0.17,0
42,26440.0,12979.01,691,23,1,0.49,0
41,53547.0,43820.33,791,21,3,0.95,0
29,35310.0,22674.24,642,4,3,0.9,0
35,18128.0,5196.83,475,14,3,0.17,1
32,61112.0,17324.23,351,3,2,0.29,0
61,24996.0,31893.3,849,4,1,0.59,1
33,37116.0,40966.97,777,28,4,0.48,0
44,35099.0,11002.49,788,14,4,0.12,0
25,40743.0,9974.36,304,26,6,0.37,0
63,12142.0,46494.17,508,16,3,0.95,0
42,30713.0,38801.68,516,22,3,0.95,0
34,63730.0,31540.08,835,7,3,0.56,0
46,68372.0,39613.41,641,27,3,0.64,0
25,22123.0,24298.45,700,24,6,0.22,0
32,57544.0,39130.51,761,28,5,0.74,0
44,24817.0,21731.13,510,18,5,0.05,0
63,30114.0,15984.26,325,8,3,0.22,0
67,30915.0,37805.6,551,9,4,0.01,0
69,38346.0,23885.25,302,4,2,0.39,0
24,59915.0,49161.97,301,9,1,0.85,0
20,41452.0,20726.83,301,21,1,0.98,0
46,34096.0,46477.73,449,0,3,0.67,0
61,58903.0,46983.31,303,24,0,0.74,0
41,24311.0,15883.38,796,24,4,0.26,0
20,34940.0,40919.95,849,21,2,0.52,0
37,59748.0,24488.35,767,23,6,0.74,0
63,47318.0,46288.61,369,3,4,0.5,1
32,28763.0,25255.59,500,20,2,0.09,1
42,17043.0,38493.67,607,4,5,0.74,0
47,42422.0,26013.53,551,22,1,0.22,0
31,16493.0,15251.03,586,6,7,0.1,0
24,32655.0,13970.76,591,22,2,0.48,0
34,65478.0,24144.4,453,4,1,0.07,1
61,48941.0,38997.26,432,19,5,0.63,0
37,13203.0,32228.22,573,7,3,0.64,0
53,40144.0,35988.32,808,16,1,0.26,0
26,30959.0,17704.69,652,0,6,0.96,0
55,19209.0,26664.59,304,21,5,0.82,0
65,42938.0,6997.79,592,17,4,0.11,0
39,28400.0,41788.96,659,11,4,0.75,0
19,28488.0,49545.15,513,2,3,0.35,0
41,38639.0,23309.56,705,19,4,0.75,0
25,26557.0,5493.36,735,13,2,0.8,0
28,38096.0,12640.67,314,15,3,0.15,0
30,26993.0,34363.71,572,17,0,0.66,0
34,27744.0,32543.57,344,9,3,0.86,0
25,59663.0,40453.91,711,22,3,0.32,0
38,62776.0,16424.78,486,14,2,0.08,0
35,15455.0,39363.44,469,9,3,0.03,0
47,52761.0,35959.28,700,0,3,0.11,0
35,73079.0,19526.65,545,18,1,0.0,0
63,79117.0,29546.97,342,1,1,0.33,0
64,47108.0,11627.32,478,12,1,0.3,0
48,21403.0,25365.4,756,24,2,0.11,0
55,49761.0,44653.88,834,15,2,0.65,0
49,23515.0,23953.61,543,7,1,0.99,0
28,30593.0,42780.5,316,2,3,0.9,0
62,43982.0,31561.4,411,20,3,0.25,0
42,24285.0,13634.45,846,18,0,0.77,0
50,20472.0,31149.78,329,13,2,0.94,0
55,45839.0,27769.25,491,10,2,0.91,1
58,92375.0,22938.86,736,28,6,0.88,0
25,67617.0,10383.37,478,11,4,0.79,0
28,51720.0,23751.89,773,10,2,0.29,0
39,59254.0,8274.31,433,27,5,0.08,0
68,49954.0,9444.61,611,10,2,0.49,0
41,45476.0,23716.24,324,21,5,0.05,0
58,56915.0,18742.17,670,20,3,1.0,0
34,18321.0,46649.49,824,26,2,0.36,0
29,40125.0,21906.76,618,17,2,0.96,1
63,34875.0,39103.62,529,29,4,0.77,0
49,37777.0,28861.14,401,9,3,0.41,0
32,28834.0,36683.86,749,15,4,0.12,0
33,47110.0,16705.22,677,7,7,0.24,0
39,24126.0,47385.72,502,5,4,0.67,0
45,27808.0,28853.98,566,29,5,0.83,0
37,26188.0,42409.58,761,18,1,0.98,0
50,55937.0,21427.06,664,12,2,0.13,0
27,36103.0,9509.51,403,14,4,0.16,0
57,28842.0,35317.02,410,12,0,0.04,0
49,30130.0,5349.18,727,0,3,0.26,1
67,36386.0,26388.18,768,20,1,0.82,0
50,81723.0,13676.09,549,27,2,0.2,0
19,19570.0,33231.9,781,26,2,0.55,0
50,50907.0,49073.89,630,1,3,0.45,0
50,45979.0,25898.13,500,12,3,0.33,0
58,23354.0,41787.42,753,1,3,0.62,0
30,75617.0,27850.29,803,24,3,0.5,1
47,47555.0,27312.8,845,10,2,0.33,0
50,28173.0,46869.06,410,12,3,0.69,0
30,14333.0,45048.46,843,9,1,0.28,0
69,40724.0,40361.02,508,22,3,0.64,0
43,35512.0,18331.51,332,21,3,0.96,0
39,21691.0,29525.38,406,14,5,0.73,0
56,21551.0,15075.38,564,28,6,0.42,0
19,56064.0,24976.25,525,0,1,0.75,0
55,13659.0,26789.59,786,13,2,0.81,0
56,42495.0,42423.8,478,9,5,0.33,0
43,33067.0,45321.28,521,17,3,0.71,0
63,46564.0,23657.9,669,10,3,0.43,0
67,31346.0,5796.7,466,6,3,0.82,0
32,42051.0,43779.82,599,14,0,0.3,0
51,25050.0,12842.54,680,2,0,0.94,1
59,35433.0,32984.69,334,1,1,0.57,0
61,46376.0,6123.69,706,21,3,0.35,0
66,39161.0,22977.79,801,7,4,0.42,0
57,43921.0,49368.21,613,7,3,0.35,0
28,22835.0,9531.21,400,10,2,0.15,0
20,27029.0,24066.19,514,15,3,0.07,0
23,27264.0,18821.75,361,1,1,0.32,0
26,31627.0,45728.97,668,21,1,0.46,0
23,71632.0,44120.3,667,27,1,0.36,0
26,30422.0,15696.44,393,4,3,0.01,0
56,20501.0,8653.45,768,6,3,0.58,0
48,47611.0,33221.23,325,19,3,0.14,0
49,71205.0,20136.59,734,27,5,0.21,0
58,19330.0,35243.8,420,12,5,0.12,0
67,97383.0,6445.39,349,1,5,0.52,0
29,44694.0,11002.97,335,25,3,0.1,0
25,60897.0,35886.75,709,2,1,0.26,1
25,75625.0,14556.68,588,8,2,0.45,0
67,59060.0,43591.45,678,9,2,0.17,0
45,34363.0,7636.59,399,23,0,0.45,0
37,66759.0,14696.69,623,12,2,0.34,1
64,41246.0,49935.21,628,24,2,0.86,0
24,62645.0,24488.42,520,20,1,0.79,0
28,66167.0,36633.45,409,12,2,0.99,0
37,21048.0,13219.84,448,4,2,0.53,0
33,54022.0,32444.09,705,22,4,0.58,0
21,33158.0,37674.77,709,6,1,0.95,0
23,38913.0,19151.45,428,16,7,0.4,0
39,38698.0,42300.37,783,27,5,0.56,0
43,37930.0,32153.79,407,14,2,0.38,0
20,77790.0,22510.54,688,29,1,0.55,0
58,18339.0,30093.91,724,4,2,0.08,0
59,15349.0,30954.24,746,23,4,0.78,0
31,13813.0,12449.09,367,6,1,0.99,0
28,61980.0,23122.96,365,26,3,0.07,0
35,24668.0,20454.38,803,1,8,0.8,0
29,38797.0,23040.62,803,29,2,0.24,0
40,34291.0,39249.98,620,23,3,0.2,1
29,23314.0,26714.23,746,17,2,0.69,0
30,55589.0,47314.23,509,9,2,0.04,0
42,34073.0,18215.44,669,0,4,0.46,0
62,32245.0,23706.66,757,26,9,0.0,1
68,40800.0,40413.06,462,26,3,0.55,0
36,52072.0,29571.11,631,13,5,0.46,0
63,22483.0,29616.27,649,26,3,0.92,0
53,56188.0,7400.31,767,18,1,0.72,0
62,74976.0,22936.98,725,15,2,0.13,0
25,17800.0,17183.02,626,18,2,0.35,0
46,41737.0,49970.08,405,5,5,0.93,0
49,31180.0,18875.98,554,11,5,0.73,0
68,51514.0,44802.34,657,2,2,0.59,0
61,19765.0,35430.52,743,6,2,0.56,0
35,82000.0,20341.24,412,23,6,0.4,0
23,16253.0,29459.05,329,2,2,0.59,0
35,32140.0,42824.11,823,24,6,0.77,0
36,45123.0,44751.57,345,16,3,0.13,0
39,25767.0,12217.72,470,14,2,0.97,0
54,23820.0,20280.79,429,18,3,0.24,0
49,40584.0,20085.04,652,27,2,0.45,0
58,37755.0,6892.02,502,18,5,0.02,0
20,36423.0,31920.7,525,22,1,0.55,0
45,55790.0,43466.9,379,10,4,0.38,0
27,29815.0,22170.85,609,26,4,0.25,0
68,42608.0,38301.62,334,20,5,0.99,0
52,28189.0,33246.52,460,19,4,0.43,0
46,23750.0,21904.19,734,1,3,0.41,0
32,31496.0,11347.69,837,6,3,0.46,0
50,28300.0,36919.57,524,18,2,0.12,0
24,29016.0,43455.43,745,6,1,0.39,0
29,65034.0,35863.45,616,9,2,0.34,0
66,31983.0,5804.53,713,11,5,0.47,0
47,26070.0,14730.48,394,22,4,0.86,0
38,36829.0,8126.6,524,26,2,0.19,0
48,38258.0,30667.37,365,17,3,0.61,0
41,20062.0,39041.5,696,22,2,0.04,0
37,31282.0,9976.06,509,5,6,0.32,0
54,30658.0,42725.2,773,25,4,0.47,0
21,33320.0,29997.9,789,19,6,0.07,0
45,52196.0,36048.61,479,26,3,0.54,0
61,38884.0,48713.08,823,20,0,0.31,1
37,67102.0,8765.64,758,27,2,0.99,0
41,36104.0,45555.08,367,7,5,0.63,0
67,88260.0,10674.62,628,4,4,0.24,0
66,28843.0,22683.15,501,2,2,0.1,0
68,24716.0,43314.74,774,1,1,0.04,1
49,47746.0,45781.44,817,21,4,0.09,0
58,71829.0,27786.73,314,5,6,0.68,0
53,18226.0,31734.71,341,6,8,0.85,0
51,32909.0,36866.63,842,7,2,0.16,0
53,26759.0,42474.14,588,3,1,0.4,0
19,39004.0,10468.0,832,11,3,0.35,1
32,36498.0,41453.12,543,23,2,0.64,0
51,71160.0,26657.43,473,11,4,0.18,0
53,34400.0,25278.05,833,16,2,0.95,0
23,72214.0,24075.49,808,21,6,0.73,0
56,31022.0,27914.52,543,21,2,0.96,0
59,57713.0,47527.27,359,18,0,0.28,0
68,40714.0,29669.17,403,8,4,0.59,0
68,86245.0,47892.99,602,11,3,0.73,1
29,17353.0,13113.06,376,27,3,0.71,0
20,20294.0,37586.12,317,20,1,0.02,0
62,90745.0,41550.78,833,16,5,1.0,0
35,25169.0,35560.8,483,22,4,0.93,0
57,25980.0,32311.5,849,9,2,0.12,0
38,23439.0,30416.58,580,29,4,0.54,0
32,64487.0,43741.87,587,18,4,0.31,0
50,19405.0,41974.1,824,25,2,0.88,0
52,36725.0,10502.99,773,25,4,0.7,0
43,31799.0,43186.44,566,10,3,0.22,0
25,60977.0,23633.09,656,19,3,0.03,0
53,27396.0,16416.36,300,21,1,0.29,0
65,44696.0,44139.59,326,23,4,0.04,0
47,20219.0,24441.12,847,12,3,0.14,0
40,113207.0,41376.41,459,3,2,0.64,0
59,32216.0,16853.16,698,14,3,0.75,0
61,36475.0,5176.82,842,11,3,0.47,0
31,83065.0,27295.66,426,24,2,0.6,0
31,27083.0,9510.27,509,23,4,0.16,0
19,83591.0,38946.92,449,25,0,0.32,0
54,29563.0,17423.38,330,9,1,0.71,0
22,50810.0,24964.05,601,21,4,0.36,0
55,27273.0,8916.51,556,6,2,0.35,0
62,18435.0,17899.67,356,23,5,0.19,0
58,44681.0,40167.06,308,1,3,0.59,0
64,50009.0,11821.46,304,20,6,0.81,0
31,18808.0,34122.18,413,28,3,0.47,0
56,31147.0,46284.16,504,6,3,0.12,0
42,66196.0,35592.65,323,7,3,0.84,0
37,49024.0,41495.98,792,20,2,0.07,1
19,29804.0,9903.72,705,18,3,0.47,0
56,26936.0,16282.93,402,5,1,0.26,0
23,96194.0,45254.25,359,20,5,0.94,0
34,17615.0,37179.75,385,7,2,0.74,0
42,35256.0,33779.92,671,24,0,0.57,0
45,17460.0,34869.5,501,24,9,0.67,0
19,70081.0,23639.02,388,27,3,0.53,0
52,36186.0,7005.05,736,27,5,0.15,0
54,39699.0,40299.87,419,21,1,0.71,0
22,144994.0,35542.1,455,19,4,0.49,0
18,26991.0,26276.2,698,3,4,0.63,0
57,87054.0,45489.18,487,24,3,0.05,0
29,29871.0,20127.18,351,19,4,0.14,0
53,32314.0,18244.48,830,23,2,0.59,0
62,135820.0,44275.83,779,8,3,0.46,0
40,33505.0,40864.44,529,4,5,0.23,0
64,18266.0,28174.09,780,28,2,0.24,0
48,41813.0,10883.06,429,5,3,0.63,1
28,33311.0,14678.22,354,18,2,0.06,0
27,43632.0,34530.26,570,11,4,0.43,0
20,33969.0,22326.86,399,4,1,0.52,0
31,109949.0,42641.29,368,4,1,0.31,0
33,47972.0,47747.98,598,29,3,0.82,0
27,21216.0,41253.66,828,17,2,0.06,1
46,38649.0,21989.54,653,25,3,0.87,0
27,24348.0,40490.89,451,5,5,0.72,0
29,32085.0,20814.88,629,8,2,0.45,0
47,23035.0,12519.5,415,10,1,0.92,0
58,104147.0,6502.69,841,22,4,0.7,0
18,25702.0,22357.25,622,13,3,0.93,0
22,51215.0,45660.17,528,23,6,0.47,1
37,30892.0,15754.4,659,1,3,0.45,0
25,20349.0,14293.09,304,26,4,0.53,0
60,40088.0,48641.94,327,28,1,0.07,0
29,44371.0,6125.19,663,13,6,0.91,0
18,48017.0,40360.2,761,24,4,0.67,0
37,9788.0,19461.65,530,18,4,0.62,0
45,19586.0,6686.96,694,9,4,0.93,0
60,58617.0,46301.11,570,4,4,0.99,0
54,22884.0,11283.9,603,29,1,0.16,0
64,40194.0,29830.07,682,22,2,0.75,0
54,19360.0,17332.44,327,3,5,0.58,0
29,52355.0,7933.68,818,6,2,0.46,0
54,57852.0,7246.51,498,23,5,0.98,0
66,52363.0,10200.05,381,12,2,0.85,0
66,60857.0,8211.52,387,9,0,0.7,0
61,79376.0,39225.12,689,29,3,0.38,0
45,20190.0,26850.48,750,9,4,0.67,0
64,24481.0,20430.14,732,3,1,0.53,0
32,56884.0,23826.6,673,15,1,0.25,0
23,63902.0,46802.6,734,14,4,0.45,0
61,25922.0,45983.83,486,20,3,0.21,1
37,25036.0,37205.44,689,10,3,0.5,0
67,26210.0,44810.71,517,18,3,0.72,0
31,16276.0,19384.16,407,20,2,0.04,0
19,19231.0,22149.92,849,23,2,0.77,0
26,19465.0,32617.05,648,2,3,0.02,0
54,31349.0,33063.17,821,14,2,0.52,0
37,41582.0,26676.49,325,15,4,0.57,0
43,45104.0,23029.6,347,13,2,0.76,0
46,28162.0,49378.11,669,28,3,0.76,0
18,28510.0,41950.56,313,4,1,0.42,0
52,38632.0,24574.11,486,25,4,0.07,0
23,17188.0,37728.16,823,16,2,0.69,0
54,58672.0,17130.28,578,17,4,0.51,0
22,69057.0,9507.62,640,18,3,0.33,0
50,26561.0,20859.4,627,0,4,0.23,0
66,29756.0,23133.78,324,28,5,0.12,0
68,67620.0,5744.17,828,26,5,0.3,0
31,34149.0,41665.64,725,27,3,0.46,0
29,48734.0,21163.7,328,26,2,0.48,0
59,34678.0,31118.82,622,24,2,0.58,0
37,79075.0,8328.34,612,8,1,0.36,0
67,46399.0,12874.86,569,20,3,0.92,0
41,47754.0,45036.22,594,13,3,0.5,0
60,48202.0,32390.94,522,19,1,0.42,1
51,27514.0,47762.78,374,20,0,0.05,0
42,28807.0,49943.75,401,19,2,0.6,0
67,53350.0,21733.71,831,27,1,0.6,0
46,38685.0,18446.14,472,20,5,0.58,0
56,20155.0,43626.02,303,22,4,0.89,1
48,92647.0,49937.51,778,10,3,0.76,0
64,59221.0,33333.86,694,23,6,0.87,0
60,37005.0,40781.33,466,1,5,0.06,0
67,31674.0,40178.56,599,19,3,0.32,0
40,40108.0,20990.29,417,23,6,0.32,0
61,47040.0,30842.17,811,22,4,0.66,0
55,13141.0,42487.56,474,24,1,0.45,0
37,104420.0,35965.12,458,4,5,0.78,0
40,24466.0,5952.37,683,21,8,0.38,0
62,36281.0,20151.76,526,26,2,0.22,0
69,36954.0,11501.41,337,23,2,0.29,0
33,98560.0,15483.75,762,14,4,0.18,0
67,34750.0,45747.03,730,11,4,0.2,0
59,80359.0,6660.2,403,13,1,0.22,0
25,44505.0,14891.03,492,10,0,0.02,0
67,22450.0,18930.62,549,20,3,0.72,0
38,38846.0,32759.78,312,29,2,0.4,0
18,34226.0,29034.58,687,8,6,0.02,1
25,21120.0,14822.13,370,19,2,0.37,0
46,43428.0,12390.85,737,7,2,0.91,0
49,36719.0,15655.91,343,11,3,0.51,0
55,47964.0,27613.83,571,29,4,0.99,0
22,40002.0,17203.0,313,2,4,0.54,0
64,26224.0,47642.11,670,20,1,0.96,0
39,53325.0,25873.93,411,14,2,0.2,0
64,26577.0,7645.82,678,7,8,0.29,0
51,7709.0,37816.99,613,25,3,0.7,1
18,38728.0,19798.04,714,27,3,0.99,0
43,27528.0,34407.0,784,6,3,0.83,1
60,43961.0,17581.75,468,16,2,0.55,0
27,98660.0,30683.47,545,11,2,0.09,0
